Track,Artist,SpotifyID,danceability,energy,key,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,loudness
My Love Is For Real,Paula Abdul,184PRkSaxD8sLMCav7koKg,0.64,0.713,1,0,0.0334,0.0489,0.00636,0.279,0.216,96.968,320773,-7.494
When You Say Nothing At All,Alison Krauss + Union Station,46LI9mnlQ8fJHH47ioBubg,0.509,0.242,3,1,0.0291,0.714,0.000365,0.127,0.448,169.642,261120,-13.353
Freak Like Me,Adina Howard,6Vas6h9lB5mmeVDXdFqlQA,0.655,0.837,11,0,0.0723,0.0262,0.00000585,0.0454,0.66,91.014,253613,-6.04
Baby Baby,Corona,1O1EISliV8RNxH0l1GNsfp,0.639,0.869,7,1,0.0311,0.00336,0.002,0.0576,0.562,133.033,228013,-8.479
Foe Life,Mack 10,28SF0lKRqso9SSTDpbv991,0.917,0.665,8,1,0.0924,0.0816,0,0.196,0.808,91.082,253800,-6.053
Survival Of The Fittest,Mobb Deep,7N1Vjtzr1lmmCW9iasQ8YO,0.813,0.703,11,0,0.268,0.125,0.00000126,0.237,0.241,94.828,224533,-5.077
Not Enough,Van Halen,4zbJWmA6NqIPSyNsLddZnO,0.27,0.528,5,1,0.0345,0.036,0.00000728,0.13,0.285,159.24,312067,-7.192
I Like,Kut Klose,0ymLvEYKBKRlJbGwAZhOqg,0.705,0.439,6,1,0.0263,0.378,0.0000175,0.0654,0.65,112.397,258893,-10.246
So In Love With You,U.N.V.,6Md0G8rCT0J5QNdKrsYBOy,0.501,0.376,5,1,0.027,0.462,0,0.162,0.153,136.871,273427,-10.617
Shimmy Shimmy Ya,Ol' Dirty Bastard,3ABG1UQTk0eLYUAeWkmfMi,0.814,0.481,0,1,0.245,0.097,0.0000383,0.0495,0.193,96.252,161400,-5.183
Walking To Jerusalem,Tracy Byrd,3hikWZiT2OhOSce274zVe5,0.691,0.834,2,1,0.0329,0.0429,0,0.189,0.85,116.597,206667,-7.227
Froggy Style,Nuttin' Nyce,4OhfEUz7d5si8CFLHx9WIR,0.78,0.897,0,1,0.0387,0.0565,0.00000108,0.309,0.905,100.777,253600,-4.79
Died In Your Arms,Intonation Featuring Joee,0LfbaFlASS0hNXK9cv7RqM,0.809,0.696,7,0,0.0473,0.0784,0.0000162,0.19,0.668,126.622,281027,-10.352
Leave Virginia Alone,Rod Stewart,0mxf00t6M7TpfOtLG9aPvL,0.771,0.616,1,1,0.026,0.389,0.00000161,0.0621,0.901,119.825,247400,-7.837
In The House Of Stone And Light,Martin Page,1QlIB0pkLKR8vEDSW7r42t,0.623,0.797,11,1,0.0509,0.296,0.0000834,0.613,0.802,89.274,300800,-10.826
I Saw You Dancing,Yaki-Da,5FhRWxcqWIu3JoFS0kEPom,0.474,0.634,2,0,0.0514,0.185,0.000118,0.067,0.353,184.208,225627,-8.471
The I.N.C. Ride,Masta Ace Incorporated,37iYAAUVZezZRmgTGnWbhY,0.767,0.553,11,0,0.0486,0.0775,0.312,0.0979,0.649,95.07,250267,-8.509
Mind Blowin',Smooth,4kYBrdNJUdoB7iJs9WJMvu,0.768,0.847,7,1,0.122,0.00412,0,0.0843,0.653,95.046,255960,-4.652
I Like It (I Wanna Be Where You Are),Grand Puba,3nqnWEZnYoetfO2ksMZZVK,0.865,0.641,10,0,0.162,0.0611,0.000107,0.218,0.762,95.307,263533,-6.652
Give It 2 You,Da Brat,7K1TyzMSR0s2iVlepOh75L,0.871,0.455,6,1,0.179,0.0032,0,0.075,0.709,91.926,193160,-12.414
Connection,Elastica,53LZqMzQEnjBkFXPqOq0cD,0.684,0.694,3,1,0.0375,0.000351,0.7,0.0496,0.882,121.342,140480,-5.776
How Deep Is Your Love,Portrait,5wBK7kzV4ebnS3qAu7lWKL,0.623,0.337,5,0,0.0253,0.678,0,0.0674,0.452,95.677,243333,-13.706
Hold My Hand,Hootie & The Blowfish,4WnYuVFXe6Si4fZqkxbnvS,0.22,0.769,11,1,0.054,0.208,0,0.0985,0.495,170.773,258333,-5.125
Wonderful,Adam Ant,2oJuoAFzlEHDS0moF0VtuA,0.538,0.669,3,0,0.0255,0.0594,0.000458,0.101,0.382,102.009,262533,-8.012
Grapevyne,Brownstone,69sIrKE4gd2NdIdstf9Ebh,0.723,0.647,11,0,0.0317,0.0768,0.000237,0.131,0.653,137.336,336550,-9.178
Vow,Garbage,3VIb1o9PwFyn6qRsT4AHZD,0.486,0.911,5,1,0.0443,0.0000845,0.00364,0.613,0.362,126.393,270133,-4.18
I Kissed A Girl,Jill Sobule,2wbOO38fVqZj0Hz2nRe0Dz,0.639,0.58,7,1,0.0285,0.077,0.0000109,0.313,0.663,90.732,193773,-9.402
Strange Currencies,R.E.M.,22L2W5zBju0h7mFSfFzUJW,0.325,0.597,0,1,0.0311,0.141,0.0312,0.264,0.358,182.803,233427,-7.224
Hold On,Jamie Walters,2kQLJexCx8wPTAqK0x0ijO,0.571,0.553,0,1,0.0279,0.0319,0,0.109,0.209,126.215,264560,-8.584
Red Light Special,TLC,6dW75XbJ1WAMljOXWjTK46,0.52,0.449,5,0,0.0331,0.205,0.000687,0.191,0.364,189.243,303960,-8.957
Close To You,Fun Factory,70DbNpe8D1QnGi92Mo2MK1,0.706,0.926,9,0,0.127,0.00135,0,0.261,0.389,134.981,218778,-3.192
Emotions,H-Town,2wqSycuLuGlQgzV1aA6Myu,0.584,0.444,9,0,0.0407,0.147,0,0.607,0.24,117.987,297273,-11.424
Bizarre Love Triangle,New Order,6wVViUl2xSRoDK2T7dMZbR,0.613,0.885,10,1,0.052,0.0804,0.746,0.0997,0.919,118.506,263213,-7.463
Run Away,Real McCoy,0ibYVniVLMJWvc3eNfYk8T,0.721,0.924,1,1,0.0396,0.000683,0.00382,0.0817,0.694,130.947,244133,-8.282
Believe,Elton John,0hACDgEDhKuQlv2ZhVbAIt,0.5,0.544,0,0,0.0278,0.184,0.0000845,0.144,0.204,138.065,294800,-9.251
Cotton Eye Joe,Rednex,0Jg602cHeMCnPez9baacIe,0.738,0.937,9,0,0.0668,0.0124,0.00206,0.0338,0.614,131.994,193827,-7.788
Dream About You/Funky Melody,Stevie B,77FpiIZMdHmJ2C0pyBvbBH,0.805,0.451,4,0,0.111,0.000532,0.695,0.103,0.465,128.005,369333,-17.401
Crimson And Clover,SF Spanish Fly,1gkbpFBjsBKnHEFbrwzkjf,0.744,0.56,10,0,0.0383,0.00265,0.333,0.0817,0.457,95.005,258960,-10.408
Fire,Subway,7hdwYE7yy4a5JHAKHtBDuG,0.41,0.688,9,0,0.0379,0.000136,0.000111,0.0543,0.651,156.26,271973,-12.222
Take A Bow,Madonna,7izFzcBTx3DVXFeFYDeZKB,0.549,0.408,8,1,0.024,0.341,0,0.0764,0.319,80.133,320467,-7.698
I Live My Life For You,Firehouse,4vHp893kV7HksfB5FN1Nk5,0.519,0.517,1,1,0.0286,0.0537,0,0.0928,0.344,141.808,261827,-7.531
Thank You,Boyz II Men,2ESAoDR0NAUMzm81TEBuJE,0.678,0.711,1,1,0.0759,0.0165,0,0.0184,0.91,95.101,275200,-8.949
Another Night,Real McCoy,3pEuO9J2MTEmec8kUfYYvl,0.813,0.882,7,1,0.0402,0.0908,0.00457,0.147,0.874,125.983,236933,-7.575
Until The End Of Time,Foreigner,5ZKAXWtrLyKGUmsl83Fg8R,0.446,0.754,11,1,0.0275,0.0255,0,0.161,0.402,171.667,291133,-6.622
Mr. Personality,Gillette,54iN6BfnSGilCdHV708GM6,0.763,0.655,2,1,0.0688,0.00127,0.0404,0.062,0.925,147.972,211427,-9.012
Candy Rain,Soul For Real,4j1Bk0BEIGCF9hR7cSwl9d,0.59,0.699,11,0,0.079,0.00389,0.0000469,0.0577,0.63,188.269,276067,-7.529
Strong Enough,Sheryl Crow,25IRjWUZ60n7KXxcB4DiX9,0.58,0.265,2,1,0.0317,0.796,0.00019,0.11,0.583,154.595,189827,-15.267
Move It Like This,K7,2s0M4nflkOKvUJPHzMj9fL,0.788,0.642,7,1,0.0392,0.0398,0.000243,0.0529,0.9,106.041,325000,-9.467
Think Of You,Usher,1FlDtQBj95pnFbS9kCTZEI,0.71,0.431,0,1,0.0388,0.0553,0.0000423,0.0537,0.553,93.105,229333,-8.333
Joy,BLACKstreet,08TTz3bxSStwQKxZ8bEJ8C,0.661,0.493,8,0,0.0326,0.217,0,0.0664,0.201,95.021,295800,-8.485
Creep,TLC,1aWV3uY3SIEZVbmv45oFWS,0.811,0.458,5,0,0.0402,0.0193,0.00000141,0.0526,0.797,92.94,268533,-9.688
Baby,Brandy,17aVK3oQdgwVG2l0HpP67W,0.807,0.651,5,0,0.0477,0.0236,0.00000665,0.174,0.829,91.028,313293,-6.714
The Way That You Love,Vanessa Williams,0yPqId8XOGAnOz8a2Hu2B6,0.659,0.527,10,0,0.11,0.224,0.0000891,0.0615,0.655,176.217,288624,-9.234
Fat Boy,Max-A-Million,2hXk6pi1tWdp1eEx20rJLA,0.832,0.953,5,0,0.0367,0.0105,0.00607,0.0293,0.981,126.947,214000,-6.351
Lifestyles Of The Rich And Shameless,Lost Boyz,6qatELslus1BTsjWGJqlLL,0.732,0.656,2,1,0.188,0.00143,0,0.0787,0.567,92.337,260760,-10.322
Here & Now,Letters To Cleo,127amD6XCyrI15H3jVDSmC,0.456,0.897,9,1,0.0599,0.00182,0.0104,0.303,0.346,114.905,218613,-6.81
Craziest,Naughty By Nature,0cp5pot8fu3asOCB5FBRYp,0.868,0.867,4,0,0.28,0.267,0.0000108,0.228,0.595,99.469,248160,-5.976
If You Love Me,Brownstone,0BTGqPIW9acmhhUmENkq5r,0.687,0.583,7,1,0.064,0.224,0,0.106,0.21,95.137,303903,-10.224
Everlasting Love,Gloria Estefan,0DCxAJasKxjhODdqpF4s36,0.708,0.817,7,1,0.0383,0.156,0,0.111,0.853,128.871,240720,-6.689
Tell Me When,The Human League,3Rmj5bpH6nSI9pNEWP3wBQ,0.688,0.888,8,1,0.0305,0.00582,0.0000923,0.0565,0.728,120.021,291027,-5.841
Rodeo,95 South,3eMVOlY4PqhG4e9K4epxbn,0.884,0.823,7,1,0.0483,0.012,0.0358,0.251,0.657,132.039,212733,-7.225
Brooklyn Zoo,Ol' Dirty Bastard,2FWmKZ3kNbVsKGhuNHsltW,0.704,0.701,2,1,0.46,0.549,0,0.664,0.618,92.032,217507,-8.031
For Your Love,Stevie Wonder,5mPzlwYXl0wTmho0rYbl7O,0.467,0.549,9,1,0.0418,0.0859,0,0.312,0.292,133.591,300093,-10.511
Safe + Sound,DJ Quik,5HP2cXsmqmSRkJuVjyMWVW,0.829,0.684,6,1,0.151,0.203,0.00202,0.374,0.765,95.29,288667,-8.058
What Mattered Most,Ty Herndon,09nWHcNuohUS7HMPdIDwrr,0.529,0.509,0,1,0.0253,0.415,0,0.171,0.27,142.311,221427,-8.926
Bedtime Story,Madonna,1dOXmR1VsGmkM9c72ka0je,0.712,0.612,0,1,0.0441,0.831,0.441,0.118,0.526,112.028,292907,-12.74
Universal Heart-Beat,Juliana Hatfield,7Hj5QvOZvdZKtlBuq8nTXE,0.534,0.814,2,1,0.0717,0.0359,0.00539,0.721,0.686,127.967,205907,-7.978
I Don't Mind,Immature,43iLFpyEBtuMkfeQm0mQLB,0.661,0.626,11,0,0.0253,0.0202,0.0152,0.074,0.3,139.507,266400,-6.705
On Bended Knee,Boyz II Men,7MYmo0JJJDmu4MZTSAF9y3,0.631,0.516,8,1,0.0353,0.413,0,0.115,0.18,116.654,329800,-8.225
So Help Me Girl,Joe Diffie,1oJvv6D3TYxJDlVTrtJU7b,0.616,0.362,9,1,0.0224,0.627,0,0.368,0.415,88.522,212093,-9.518
How Did I Get By Without You?,John Waite,38IDDkncsXoh1Q0weShawp,0.574,0.586,7,1,0.0246,0.101,0.00000944,0.0524,0.511,88.42,244667,-9.007
The Rhythm Of The Night,Corona,5IPJsGFKtxKDPCkT8lhEjN,0.688,0.782,5,0,0.034,0.000235,0.666,0.0955,0.77,127.822,264307,-12.291
The Keeper Of The Stars,Tracy Byrd,5WEK4szbQp9c7ZK6LkYd9k,0.583,0.276,2,1,0.0264,0.47,0,0.143,0.0486,78.079,247627,-12.912
Get Down,Craig Mack,3R1x8FXJPCRmc6KSkXwyeF,0.709,0.782,7,1,0.227,0.262,0.0000164,0.0721,0.644,94.168,224920,-3.438
Baby It's You,The Beatles,2VmB1rF9FtfKUmFHDVnq8Q,0.608,0.494,4,0,0.0345,0.778,0,0.0926,0.879,112.421,160520,-12.211
Come Back,Londonbeat,1wrb2BWcjHSij6koXArdRg,0.703,0.838,7,0,0.0451,0.241,0,0.125,0.834,120.503,234600,-9.11
Always,Bon Jovi,2RChe0r2cMoyOvuKobZy44,0.383,0.659,4,1,0.0312,0.117,0,0.0778,0.327,140.795,353027,-5.558
Get Ready For This,2 Unlimited,2P7L26IbmkrqxxtyP1CRRb,0.82,0.921,11,0,0.05,0.00291,0.83,0.0775,0.628,124.832,327587,-8.019
Get Lifted,Keith Murray,544gpqcu9htj6mnufI5pk7,0.849,0.549,2,1,0.348,0.53,0,0.0552,0.696,92.585,242103,-10.698
Tour,Capleton,0rfs9GDi3zUljlHSzZDL1v,0.848,0.896,1,0,0.323,0.223,0,0.229,0.758,129.147,212547,-3.871
You Don't Know How It Feels,Tom Petty,7MooGz4ZPE4bNxjFegR6Jx,0.765,0.502,9,1,0.0321,0.119,0.0011,0.171,0.836,144.204,289440,-7.393
She Don't Use Jelly,The Flaming Lips,1dJuteDIOkGfDSN7zPkzNv,0.33,0.556,7,1,0.0796,0.207,0.0000439,0.315,0.506,173.828,222279,-11.494
Shook Ones Part II,Mobb Deep,4nASzyRbzL5qZQuOPjQfsj,0.637,0.878,6,1,0.369,0.0762,0,0.118,0.652,94.921,256333,-5.506
Come On,Barry White,5zh0PuuU8rjyKzYPamGLx4,0.73,0.611,10,0,0.0454,0.411,0.00542,0.0726,0.395,95.219,350493,-11.419
Every Day Of The Week,Jade,7gRPARHLsDZaf3QxSTuKT8,0.757,0.68,1,1,0.0338,0.0039,0,0.0742,0.83,97.381,315600,-8.857
Before I Let You Go,BLACKstreet,2rkVoKVEMuct8SmEIGKzBw,0.67,0.468,1,0,0.0328,0.325,0,0.0516,0.486,140.069,299800,-6.725
Mad Izm,Channel Live,0hvxqftYCZT406ElE03giM,0.901,0.655,11,0,0.273,0.00743,0.00629,0.173,0.807,96.005,255533,-10.085
Promise Me,Lil Suzy,6lAfRvgL1Cn1VcBnTw8HDu,0.727,0.657,5,0,0.0359,0.000203,0.00114,0.0984,0.309,126.011,137040,-9.577
Kitty Kitty,69 Boyz,4n8d6mjEugRMTBI7mjiHIY,0.777,0.901,11,0,0.168,0.00106,0,0.428,0.577,133.011,248133,-10.789
Bang And Blame,R.E.M.,4FCn9LuUy6unyPSnXVwLq1,0.694,0.584,7,1,0.0404,0.141,0.545,0.112,0.444,120.949,330933,-9.855
The Sweetest Days,Vanessa Williams,2aw72RcR4WQvmA9bICK8QZ,0.482,0.301,10,1,0.0273,0.722,0.0012,0.166,0.0692,139.853,211293,-10.341
Pimp Of The Year,Dru Down,5f8KgDZ8aQKQii0U1qdRbC,0.931,0.513,2,1,0.263,0.108,0.000435,0.272,0.3,101.064,254093,-4.655
Whutcha Want?,Nine,7vl0JjpJNnAHCREOnBKOkW,0.674,0.767,2,1,0.0609,0.104,0.00000109,0.0893,0.837,97.075,272160,-7.303
Mishale,Andru Donalds,6byGncpFasBdOu9N4SoGdq,0.604,0.786,10,0,0.0741,0.0187,0.0000104,0.0704,0.795,176.043,241467,-5.643
I Wanna Be Down,Brandy,6N9uyMZf9pbNOuomveWscp,0.703,0.469,11,0,0.0415,0.177,0,0.726,0.661,86.038,291667,-6.515
Constantly,Immature,2Ht2XbOKEay5ogJbDk3i9q,0.71,0.519,8,1,0.0363,0.165,0.00198,0.0854,0.577,117.837,343333,-9.933
Mental Picture,Jon Secada,0hEkipXZzPEgGSABUcM8hI,0.576,0.713,7,1,0.0273,0.125,0,0.0687,0.498,86.999,261600,-7.808
Always And Forever,Luther Vandross,3xvcFlh6hHqxyiAFkqpsjZ,0.429,0.413,4,1,0.032,0.669,0.0000079,0.288,0.155,149.312,292733,-9.566
100% Pure Love,Crystal Waters,0dfQwyoZoS9LgQiU6AJO7f,0.811,0.725,8,1,0.0491,0.0843,0.0059,0.0567,0.698,120.242,278627,-7.203
Foolin' Around,Changing Faces,1jkAxE1qKoy9BsrOlTpIke,0.591,0.574,5,0,0.0269,0.228,0.0000143,0.0794,0.229,131.495,268160,-8.276
Tootsee Roll,69 Boyz,0SAIjVOwxVnO1l9HGvLuOU,0.869,0.725,9,0,0.256,0.0453,0,0.203,0.699,132.989,261360,-12.507
Bring The Pain,Method Man,3F3R4uyTMkX9jRCEVVmdz6,0.835,0.456,6,0,0.266,0.38,0.00359,0.16,0.224,101.889,189760,-10.195
What I Need,Crystal Waters,4dzpbWctl1H442dw1lewpz,0.769,0.847,2,1,0.0839,0.0136,0.00119,0.108,0.647,123.157,284267,-8.828
Nika,Vicious,0x8r7tVHilIuGFLl3f1qfQ,0.708,0.837,10,0,0.21,0.0406,0.000307,0.118,0.739,89.994,258760,-6.761
All I Wanna Do,Sheryl Crow,3ZpQiJ78LKINrW9SQTgbXd,0.82,0.528,9,1,0.0321,0.111,0.0186,0.257,0.931,120.091,272107,-11.179
Be Happy,Mary J. Blige,5X82VFLvjpeWQlTSShqqj0,0.682,0.739,10,1,0.0763,0.129,0,0.252,0.685,92.894,349560,-8.504
Can I Stay With You,Karyn White,7LcBP7lQSp9BojdqulANFE,0.674,0.465,5,1,0.0258,0.441,0,0.098,0.317,129.896,338667,-8.565
I Apologize,Anita Baker,42PgBU5zsMItWXs9Gd9MIP,0.581,0.509,11,1,0.0528,0.488,0,0.0703,0.363,77.255,256200,-10.9
Release Yo' Delf,Method Man,4OriPa2OXO6goScm81cjju,0.804,0.654,6,0,0.145,0.00929,0.0000606,0.108,0.529,97.816,255333,-8.07
Cocktales,Too $hort,6oadMAqfdbOBvGib6lUpn3,0.838,0.542,1,0,0.0951,0.115,0.0075,0.374,0.239,87.094,366160,-6.884
"Turn The Beat Around (From ""The Specialist"")",Gloria Estefan,7c1Bvtl2u7t2aTU3wj22Gi,0.73,0.739,6,0,0.0364,0.0137,0,0.0711,0.567,130.045,231827,-9.113
Bad Reputation,Freedy Johnston,5aNAOwr2QoRbvyRG7ZVrhf,0.608,0.677,4,0,0.0246,0.0058,0.000537,0.266,0.787,114.046,248560,-9.951
Secret,Madonna,15FcP9qwmIKqaD5NhfhNpu,0.813,0.655,1,1,0.0262,0.101,0.0000665,0.146,0.46,99.982,304933,-7.884
Living In Danger,Ace Of Base,5ICwDM1fzgqv7HNFUIjPyx,0.669,0.931,11,0,0.0488,0.000573,0.56,0.106,0.829,102.079,223227,-7.161
Breakdown,Fu-Schnickens,5ETdHs01nsJdza8zmanHnW,0.75,0.719,9,1,0.211,0.256,0,0.341,0.694,97.82,250560,-8.469
Age Ain't Nothing But A Number,Aaliyah,2hMk3VNicbCoV8I81m7Z3q,0.589,0.532,6,0,0.0271,0.155,0.0903,0.323,0.434,84.012,253960,-8.572
Supa Star,Group Home,2QECh0fEPnaTxRWsVBrUz7,0.707,0.776,4,0,0.278,0.0195,0.00000205,0.216,0.379,91.283,321627,-7.378
Take You There,Pete Rock & C.L. Smooth,40AbVw7NEu78pgafTWKZxJ,0.746,0.516,7,1,0.246,0.0371,0.000736,0.228,0.565,94.955,284533,-10.643
Practice What You Preach,Barry White,5PaTu8aN7ozpFbEb0DwEbt,0.841,0.412,7,1,0.0445,0.0919,0,0.0908,0.661,93.65,239307,-10.336
Doll Parts,Hole,49t1GWE6ZiEoBgN92oMDdM,0.245,0.542,7,1,0.0324,0.147,0.00000405,0.102,0.365,204.824,211960,-7.159
Do You See,Warren G,2e3YoddL43UkaSqhYGqfKz,0.769,0.624,1,0,0.197,0.169,0,0.378,0.556,95.24,239067,-10.558
When We Dance,Sting,4rwjuEJmy7XfPcDQZmSmpX,0.65,0.323,11,1,0.0258,0.709,0.0768,0.0829,0.318,84.02,256707,-10.954
When Can I See You,Babyface,2zItQNJrVrTioXTXWiI2ed,0.754,0.472,8,1,0.0807,0.257,0.0000209,0.121,0.613,169.199,229600,-11.787
The Most Beautifullest Thing In This World,Keith Murray,4G0AYabT91GhjqVdIdBwWH,0.726,0.622,0,1,0.335,0.0981,0,0.315,0.51,93.217,223573,-10.322
Till You Love Me,Reba McEntire,6jMQ98D9W9gnx9ZJgk8JvS,0.404,0.405,7,1,0.0295,0.747,0,0.0927,0.386,110.71,232160,-8.137
Dance Naked,John Mellencamp,58rOG3IdxaUdoTXQEqFtHD,0.765,0.847,6,1,0.0308,0.182,0.00168,0.0401,0.861,128.502,180427,-6.629
Playaz Club,Rappin' 4-Tay,4ZYM6R5nOZywxACY90Bsla,0.868,0.372,4,0,0.177,0.0103,0.00455,0.076,0.666,99.965,266333,-12.704
Fa All Y'all,Da Brat,1zAfYrddgjP1NmkdX7Lo6B,0.875,0.68,10,1,0.0844,0.0675,0,0.224,0.687,96.005,199960,-7.594
Blind Man,Aerosmith,0sjPYRacvarCBduZaKdbJW,0.436,0.792,9,1,0.0341,0.0179,0,0.0828,0.459,77.523,240533,-3.375
Black Coffee,Heavy D & The Boyz,42eQvQg4NO1wRuZ5h8QB8M,0.846,0.514,9,0,0.171,0.00668,0.0103,0.0517,0.769,98.063,267800,-15.699
Redneck Stomp,Jeff Foxworthy,5IoT4k9euck5Odi3QJdvak,0.713,0.966,8,1,0.198,0.144,0,0.303,0.73,107.218,177933,-6.256
Tic Toc,Lords Of The Underground,6qypXMiHUKVYbMrlyCNwV5,0.805,0.573,1,1,0.287,0.0701,0.0000033,0.112,0.437,91.794,233693,-8.549
Lucas With The Lid Off,Lucas,5rId1L9uns3ivmbG1vc4lx,0.72,0.678,11,1,0.122,0.347,0.0000186,0.34,0.73,182.425,242893,-11.488
Only One Road,Celine Dion,2wOFqEtlkTOdtR8Jlfboh2,0.551,0.496,5,1,0.0293,0.157,0.00000143,0.0934,0.2,105.837,288333,-8.049
Biological Didn't Bother,Shaquille O'Neal,1XkAMb9xkBEQCwJaccjlpb,0.825,0.494,4,0,0.201,0.283,0.00204,0.151,0.643,84.854,307307,-9.413
Flava In Ya Ear,Craig Mack,5PbFD3AIyunz5HxocduA9e,0.52,0.847,9,1,0.427,0.272,0,0.325,0.799,177.371,302013,-5.3
Far Behind,Candlebox,3mhOmh4tRKsMfnRmgZfeBm,0.552,0.645,7,1,0.0268,0.00187,0.00000138,0.0424,0.588,89.518,299733,-6.595
Thuggish Ruggish Bone,Bone Thugs-N-Harmony,7qHAjAL7CpadaZLamuBZRm,0.683,0.74,11,0,0.0462,0.00228,0,0.238,0.65,129.515,281773,-6.041
You Suck,The Murmurs,5GeKAkZWvOX8pqLZyyJOoB,0.458,0.476,1,1,0.0308,0.477,0.0000214,0.12,0.247,149.398,195067,-7.737
Get Over It,Eagles,3KSFUTxxJ2XqyrQkNwY7y8,0.507,0.915,2,1,0.0953,0.051,0.000495,0.291,0.61,164.966,211720,-4.579
Never Lie,Immature,62utntNdsx80hraXA5ha0Q,0.701,0.393,9,0,0.0299,0.605,0.0000341,0.109,0.337,142.106,253190,-10.236
Out Of Tears,The Rolling Stones,3mP4j0qZkutkxDN4zgbtnA,0.388,0.472,2,1,0.0285,0.378,0.000934,0.135,0.137,144.354,327600,-7.121
Supernova,Liz Phair,0xQ8FPMnv2mG9VhTgpxn2R,0.517,0.758,9,1,0.0363,0.000362,0.723,0.332,0.705,130.708,168840,-10.457
Pickup Man,Joe Diffie,3dSUY34vmIYWJn0M6oZ3BD,0.712,0.723,7,1,0.0377,0.426,0,0.264,0.867,140.566,216173,-7.47
At Your Best (You Are Love),Aaliyah,4lRrk574qIHpoEEKC1zuam,0.626,0.441,9,0,0.0308,0.761,0.0138,0.0685,0.563,78.094,291400,-10.637
Fade Into You,Mazzy Star,1LzNfuep1bnAUR9skqdHCK,0.42,0.33,9,1,0.0275,0.245,0.000679,0.0677,0.175,157.143,295600,-13.925
Undone - The Sweater Song,Weezer,5WhtlIoxoZrMmuaWWEQhwV,0.457,0.618,6,1,0.0296,0.00114,0.00257,0.0679,0.579,80.184,305533,-6.682
Body & Soul,Anita Baker,2vkPbprJ4BTjF9p4wiKFgi,0.537,0.474,1,0,0.0344,0.618,0,0.193,0.275,109.09,236400,-8.549
"Circle Of Life (From ""The Lion King"")",Elton John,5vKkaZHPzuqQheytfKuXzp,0.3,0.387,10,1,0.0331,0.264,0.215,0.106,0.137,160.587,291600,-15.321
But It's Alright,Huey Lewis & The News,3u9dY0p6YCAUpoDh79TAwl,0.737,0.804,1,0,0.0297,0.188,0.00000543,0.0347,0.966,117.105,172533,-4.59
The Santa Claus Boogie,The Tractors,2xApGjvGHM3xrawfnArFzD,0.641,0.939,7,1,0.0775,0.0446,0.0000157,0.309,0.754,160.715,229160,-7.93
Missing You,Steve Perry,1iwFYbXq7q0cOOet8uyfb8,0.403,0.282,10,1,0.0287,0.694,0,0.0914,0.204,128.113,227827,-7.95
Picture Postcards From L.A.,Joshua Kadison,4MNSdVgRmPVraQ1eqNoVg2,0.702,0.439,5,1,0.0288,0.671,0.00305,0.0971,0.548,135.413,274307,-11.185
I See It Now,Tracy Lawrence,4h1oxHwo7BD2Yjv4g6WQ42,0.567,0.436,5,1,0.0242,0.267,0,0.217,0.305,91.821,214733,-9.138
Come To My Window,Melissa Etheridge,4LmlGaGTEbTGE5VngAbpA3,0.512,0.636,7,1,0.0262,0.08,0.000106,0.088,0.499,97.257,236000,-9.602
Lucky One,Amy Grant,7dcTSq2HC4kzvcWFcSfJy1,0.505,0.718,10,1,0.0266,0.43,0.00000446,0.176,0.744,185.804,249387,-4.878
Stroke You Up,Changing Faces,4VcV0t8VN6AZcWTznJOUUN,0.73,0.731,3,0,0.0279,0.278,0,0.258,0.649,131.396,216546,-3.438
None Of Your Business,Salt-N-Pepa,6CUWzTRmC1GjjSDTtiVfsI,0.765,0.569,6,1,0.478,0.191,0,0.0586,0.747,197.89,213173,-9.511
Can U Get Wit It,Usher,5oDDFHXz3YfhkmyPeOuFxV,0.619,0.527,5,0,0.0628,0.0692,0,0.333,0.242,124.356,295600,-9.376
5-4-3-2 (Yo! Time Is Up),Jade,1uToI39Qaj1w6JxpaGYY9t,0.559,0.706,1,0,0.167,0.0956,0.00000853,0.768,0.789,178.455,316973,-6.888
Good Enough,Sarah McLachlan,0iSMAOr4EWdHJFOPi1xfiT,0.515,0.445,9,1,0.0273,0.458,0.000528,0.106,0.464,175.915,303933,-7.674
Behind Bars,Slick Rick,1kxq2ByL62HX8YQQdvK3mz,0.549,0.804,7,1,0.366,0.103,0,0.18,0.707,190.479,201960,-6.115
Take It Easy,Mad Lion,7B2K7BhyPTa1pyqEaI4aCC,0.945,0.67,5,0,0.222,0.631,0,0.199,0.599,99.357,247227,-12.821
If You Go,Jon Secada,3b2JWlZ020qGdaDtcO7Gyy,0.631,0.813,7,1,0.0337,0.0779,0,0.167,0.522,105.998,275000,-8.106
This D.J.,Warren G,2ImuQo1g14CTR9hZAZD3aQ,0.803,0.444,6,0,0.132,0.031,0.0227,0.112,0.584,92.035,203027,-10.268
Shut Up And Kiss Me,Mary Chapin Carpenter,5eBbZPQgmEOrw8auY112lV,0.778,0.75,9,1,0.0417,0.571,0.000101,0.121,0.961,119.932,220573,-5.052
Fantastic Voyage,Coolio,3QlTzofanSqDWywxEzGGE2,0.888,0.584,7,1,0.112,0.0389,0.00000325,0.0625,0.762,104.704,334440,-13.308
Shine,Collective Soul,6emdJW80SbDBMuHci8PJJn,0.54,0.423,6,1,0.0283,0.294,0.0884,0.152,0.353,150.135,306040,-8.799
